scata	Taxon	Sci_Name	Rank	mock	Kingdom	Phylum	Subphylum	Class	Order	Family	Genus	Species	abbrev	taxon_notes	guild	emf	primary_lifestyle_phylum	Decay_type	Decay_Lifestyle	guild_notes	reference
scata4703_739	Botryobasidium_obtusisporum	Botryobasidium_obtusisporum	500	FALSE	Fungi	Basidiomycota					Botryobasidium	obtusisporum			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_		
scata4703_773			501	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_799			502	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_222			503	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_233	Fungi_sp	Fungi_sp	504	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_242			505	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_246			506	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_276	Amoeba	Amoeba	507	FALSE	Protozoa										unknown	0	unknown	other	unknown		
scata4703_309			508	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_343	Squamanita_contortipes	Squamanita_contortipes	509	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Squamanita	contortipes			saprotrophs other	0	litter saprotrophic basidiomycota	other	unknownmycoparasite_basidiomycetes		
scata4703_352	Lycoperdon_subumbrinum	Lycoperdon_subumbrinum	510	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Lycoperdon	subumbrinum			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		
scata4703_357	Trebouxia_simplex	Trebouxia_simplex	511	FALSE	Plantae										plants	0	plants 	other	unknown		
scata4703_365	Coccomyxa	Coccomyxa	512	FALSE	Plantae						Coccomyxa				plants	0	plants 	other	unknown		
scata4703_377			513	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_378	Mortierella_alliacea___	Mortierella_alliacea___	514	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes			Mortierella	alliacea			moulds and yeasts	0	moulds and yeasts	other	chitinolytic_soil_saprotroph_zygomycetes		
scata4703_396			515	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_403			516	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_435			517	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_445			518	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_473	Entocybe_vinacea	Entocybe_vinacea	519	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Entocybe	vinacea			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		
scata4703_478	Lycoperdon_perlatum	Lycoperdon_perlatum	520	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Lycoperdon	perlatum			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		
scata4703_505			521	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_514			522	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_523			523	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_536			524	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_543	Rozellomycota_sp	Rozellomycota_sp	525	FALSE	Fungi	Rozellomycota									unknown	0	unknown	other	unknown		
scata4703_550			526	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_551			527	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_552			528	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_554	Fungi_sp	Fungi_sp	529	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_564			530	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_581			531	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_595			532	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_623			533	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_635			534	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_640			535	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_646			536	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_663			537	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_668			538	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_673	Fungi_sp	Fungi_sp	539	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_680			540	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_692			541	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_697			542	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_742			543	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_764			544	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_769	Tremellomycetes_sp	Tremellomycetes_sp	545	FALSE	Fungi	Basidiomycota		Tremellomycetes							unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_805			546	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_217			547	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_253	Agaricomycetes	Agaricomycetes	548	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes							unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_270	Fungi_sp	Fungi_sp	549	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_272			550	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_295			551	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_303	Agaricales_sp	Agaricales_sp	552	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales						unknown	0	unknown	other	unknown		
scata4703_310			553	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_333	Ascomycota_sp	Ascomycota_sp	554	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_363			555	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_399			556	FALSE	Plantae										unknown	0	unknown	other	unknown		
scata4703_410			557	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_411	Calluna_vulgaris	Calluna_vulgaris	558	FALSE	Plantae					Ericaceae	Calluna	vulgaris			plants	0	plants 	other			
scata4703_416	Fungi_sp	Fungi_sp	559	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_428			560	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_439			561	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_447	Ascomycota_sp	Ascomycota_sp	562	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_477			563	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_503			564	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_566	Ascomycota_sp	Ascomycota_sp	565	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_576			566	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_582			567	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_596	Vaccinium	Vaccinium	568	FALSE	Plantae						Vaccinium				plants	0	plants 	other			
scata4703_617	Ascomycota_sp	Ascomycota_sp	569	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_643	Ascomycota_sp	Ascomycota_sp	570	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_664			571	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_687			572	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_708			573	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_710			574	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_731			575	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_747			576	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_754	Boidinia_furfuracea	Boidinia_furfuracea	577	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales		Boidinia	furfuracea			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_		
scata4703_760			578	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_766	Fungi_sp	Fungi_sp	579	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_774			580	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_777	Fungi_sp	Fungi_sp	581	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_779			582	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_782			583	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_796			584	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_806			585	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_326	Zoopagomycotina	Zoopagomycotina	586	FALSE	Fungi	Zygomycota	Zoopagomycotina								unknown	0	unknown	other	unknown_zygomycetes		
scata4703_367	Cortinarius_vibratilis	Cortinarius_vibratilis	587	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	vibratilis			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_383			588	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_390			589	FALSE	Plantae										unknown	0	unknown	other	unknown		
scata4703_393	Mortierella	Mortierella	590	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes			Mortierella				moulds and yeasts	0	moulds and yeasts	other	chitinolytic_soil_saprotroph_zygomycetes		
scata4703_400			591	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_414			592	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_415			593	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_419			594	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_422			595	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_430			596	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_432	Vaccinium	Vaccinium	597	FALSE	Plantae						Vaccinium				plants	0	plants 	other			
scata4703_440			598	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_442	Fungi_sp	Fungi_sp	599	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_444	Fungi_sp	Fungi_sp	600	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_453	Fungi_sp	Fungi_sp	601	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_454	Ascomycota_sp	Ascomycota_sp	602	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_457			603	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_462	Fungi_sp	Fungi_sp	604	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_464	Fungi_sp	Fungi_sp	605	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_470			606	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_475			607	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_479	Fungi_sp	Fungi_sp	608	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_486	Fungi_sp	Fungi_sp	609	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_488	Ascomycota_sp	Ascomycota_sp	610	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_492			611	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_507			612	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_524			613	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_528			614	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_531			615	FALSE	NF								NF		unknown	0	unknown	other	unknown		
scata4703_538	Cantharellales_sp	Cantharellales_sp	616	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales						unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_541			617	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_542			618	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_555	Lycoperdon_pyriforme	Lycoperdon_pyriforme	619	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales		Lycoperdon	pyriforme			unknown	0	unknown	other	unknown		
scata4703_570			620	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_571			621	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_583			622	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_591			623	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_592			624	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_599	Hypholoma_capnoides	Hypholoma_capnoides	625	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Hypholoma	capnoides			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		
scata4703_602			626	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_607			627	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_608	Ascomycota_sp	Ascomycota_sp	628	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_613	Thelephora_terrestris	Thelephora_terrestris	629	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Thelephora	terrestris			ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		
scata4703_621			630	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_650			631	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_651			632	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_652	Gloeocystis_sp	Gloeocystis_sp	633	FALSE	Plantae										unknown	0	unknown	other	unknown		
scata4703_656			634	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_659	Ascomycota_sp	Ascomycota_sp	635	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_669	Saccharomycetales_sp	Saccharomycetales_sp	636	FALSE	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales						moulds and yeasts	0	moulds and yeasts	other	unknown_ascomycetes		
scata4703_674			637	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_675	Ascomycota_sp	Ascomycota_sp	638	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_678	Fungi_sp	Fungi_sp	639	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_681	Fungi_sp	Fungi_sp	640	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_682			641	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_686			642	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_689			643	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_690	Cercozoa sp.	Cercozoa_sp.	644	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_703			645	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_715			646	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_716			647	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_717			648	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_725			649	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_730			650	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_740			651	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_745			652	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_749	Cortinarius_aff._acutus	Cortinarius_aff_acutus	653	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	aff._acutus			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_753			654	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_757			655	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_776			656	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_789			657	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_792			658	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_795			659	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_798	Umbelopsis_sp	Umbelopsis_sp	660	FALSE	Fungi	Zygomycota	Mucoromycotina				Umbelopsis				moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		
scata4703_803			661	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_224			662	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
