scata	Taxon	Sci_Name	Rank	mock	Kingdom	Phylum	Subphylum	Class	Order	Family	Genus	Species	abbrev	taxon_notes	guild	emf	primary_lifestyle_phylum	Decay_type	Decay_Lifestyle	guild_notes	reference
scata4703_108	Mortierella_sossauensis	Mortierella_sossauensis	127	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes	Mortierellomycetes order incertae sedis		Mortierella	sossauensis			unknown	0	unknown	other	chitinolyticsoil_saprotroph_zygomycetes		
scata4703_121	Penicillium_sp	Penicillium_sp	128	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium				moulds and yeasts	0	moulds and yeasts	other	mold_unspecified_saprotroph_ascomycetes		SH1535992.08FU_401.6 _Penicillium_96.54
scata4703_118	Helotiaceae_sp	Helotiaceae_sp	129	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Helotiaceae					unknown	0	unknown	other	unknown_ascomycetes		SH2713537.08FU_370.7_Helotiaceae_96.28
scata4703_137	Solicoccozyma_terricola	Solicoccozyma_terricola	130	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	terricola			moulds and yeasts	0	moulds and yeasts	other	soil_saprotroph_basidiomycetes		SH1649268.08FU_566.4_Solicoccozyma terricola_100.00
scata4703_120	Athelia_aff._acrospora	Athelia_aff_acrospora	131	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae	Athelia				saprotrophs other	0	litter saprotrophic basidiomycota	other	unknown_basidiomycetes		
scata4703_156	Venturiaceae_sp	Venturiaceae_sp	132	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Venturiaceae					unknown	0	unknown	other	unknown_ascomycetes		SH1572506.08FU_332.9_Venturiaceae_93.70
scata4703_131	MOCK	MOCK	133	TRUE	Mock										unknown	0	unknown	other	unknown		
scata4703_158	Ascomycota_sp	Ascomycota_sp	134	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		SH1542963.08FU_446.2_Rhizosphaera_100.00
scata4703_111	MOCK	MOCK	135	TRUE	Mock										unknown	0	unknown	other			
scata4703_160	Leptodontidium_sp	Leptodontidium_sp	136	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Helotiales incertae sedis	Leptodontidium				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1522951.08FU_420.5_Helotiales_100.00
scata4703_175	MOCK	MOCK	137	TRUE	Mock										unknown	0	unknown	other			
scata4703_105	Ascomycota_sp	Ascomycota_sp	138	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_134	Hebeloma_leucosarx/crustuliniforme	Hebeloma_leucosarx_crustuliniforme	139	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	leucosarx/crustuliniforme			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1563788.08FU_533.8_Hebeloma crustuliniforme_100.00
scata4703_107	Lachnellula_pulverulenta	Lachnellula_pulverulenta	140	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Helotiales incertae sedis	Lachnellula	pulverulenta			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1563215.08FU_406.7_Hyaloscyphaceae_99.58
scata4703_370	Pencillium_sp	Pencillium_sp	141	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium				moulds and yeasts	0	moulds and yeasts	other	mold_unspecified_saprotroph_ascomycetes		SH1529989.08FU_444.5_Penicillium _100.00
scata4703_193	Sistotrema_aff._diademiferum	Sistotrema_aff_diademiferum	142	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Sistotrema				saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		SH1657154.08FU_401.6_Sistotrema diademiferum_90.94
scata4703_140	Mycena_aff._galericulata	Mycena_aff_galericulata	143	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena	galericulata	(aff.)	but see Lichenomphalina velutina	saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1543421.08FU_597.3_Agaricales_98.62
scata4703_244	MOCK	MOCK	144	TRUE	Mock										unknown	0	unknown	other			
scata4703_157	Lactarius_musteus	Lactarius_musteus	145	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae	Lactarius	musteus		NT red list	ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		SH1519121.08FU_602.4_Lactarius_100.00
scata4703_201	Mortierella	Mortierella	146	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes			Mortierella				unknown	0	unknown	other	chitinolyticsoil_saprotroph_zygomycetes		
scata4703_99	Leotiomycetes_sp	Leotiomycetes_sp	147	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							unknown	0	unknown	other	unknown_ascomycetes		
scata4703_225	Mycena_cinerella	Mycena_cinerella	148	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena	cinerella			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1542291.08FU 528.6_Mycena_100.00
scata4703_125	Venturiales_sp	Venturiales_sp	149	FALSE	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Unknown	Venturiales				unknown	0	unknown	other	unknown_ascomycetes		SH1572505.08FU_355.2_Venturiaceae_95.76
scata4703_354	Ascomycota_sp	Ascomycota_sp	150	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_254	Galerina_calyptrata/hypnorum	Galerina_calyptrata_hypnorum	151	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	calyptrata/hypnorum			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1553018.08FU_521.7_Galerina calyptrata_100.00
scata4703_138	Arachnopeziza_sp	Arachnopeziza_sp	152	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Arachnopezizaceae	Arachnopeziza				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH2705233.08FU_346.6_Helotiales_95.67
scata4703_150	MOCK	MOCK	153	TRUE	Mock										unknown	0	unknown	other			
scata4703_626	Mollisia_sp	Mollisia_sp	154	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Mollisiaceae	Mollisea				unknown	0	unknown	other	soft rot_unknown_ascomycetes		SH1637610.08FU_356.9_Mollisia cinerea_95.06
scata4703_141	Helotiales	Helotiales	155	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes			Helotiales				unknown	0	unknown	other	unknown_ascomycetes		
scata4703_232	Pycnopeziza_sympodialis	Pycnopeziza_sympodialis	156	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Sclerotiniaceae	Pycnopeziza	sympodialis			saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1518609.08FU_415.3_Pycnopeziza_100.00
scata4703_167	Mucor_zonatus	Mucor_zonatus	157	FALSE	Fungi	Zygomycota	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor	zonatus			moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		SH1506669.08FU_468.5_Mucor zonatus_100.00
scata4703_161	Archaeorhizomyces_sp	Archaeorhizomyces_sp	158	FALSE	Fungi	Ascomycota	Taphrinomycotina	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1566367.08FU_370.7 _Archaeorhizomyces _100.00
scata4703_152	Ascomycota_sp	Ascomycota_sp	159	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		SH1508222.08FU_284.8_Pezizomycetes_87.50
scata4703_154	Basidiomycota_sp	Basidiomycota_sp	160	FALSE	Fungi	Basidiomycota									unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_168	Bifiguratus_sp	Bifiguratus_sp	161	FALSE	Fungi	Zygomycota	Mucoromycotina	Mucoromycotina incertae sedis	Mucoromycotina order incertae sedis	Mucoromycotina incertae sedis	Bifiguratus				moulds and yeasts	0	moulds and yeasts	other	mold_soil_saprotroph_zygomycetes		SH2699815.08FU_530.3_GS20 _99.36
scata4703_605	Ascomycota_sp	Ascomycota_sp	162	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_338	Pucciniomycotina_sp	Pucciniomycotina_sp	163	FALSE	Fungi	Basidiomycota	Pucciniomycotina								unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_155	Helotiales_sp	Helotiales_sp	164	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis						other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1522980.08FU_410.2_Helotiales_99.18
scata4703_229	Tomentellopsis_echinospora	Tomentellopsis_echinospora	165	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	echinospora			ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		SH1518330.08FU_554.4_Tomentellopsis_100.00
scata4703_358	Pseudeurotium_sp	Pseudeurotium_sp	166	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium				saprotrophs other	0	litter saprotrophic ascomycota	other	dung_saprotroph_ascomycetes		SH1509769.08FU_417.0_Teberdinia_100.00
scata4703_144	Cortinarius_sect._Firmiores	Cortinarius_sect_Firmiores	167	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	sect. Firmiores			ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		SH1545223.08FU
scata4703_202	Helotiales_sp	Helotiales_sp	168	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							unknown	0	unknown	other	unknown_ascomycetes		
scata4703_279	Ascomycota_sp	Ascomycota_sp	169	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_177	Ascomycota_sp	Ascomycota_sp	170	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_213	Hyaloscypha_sp	Hyaloscypha_sp	171	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha				other root-associates	0	other root-associated ascomycota	other	soil_saprotroph_ascomycetes	put. ericoid  ecto	SH1523769.08FU_411.9_Helotiales_100.00
scata4703_216	Amphinema	Amphinema	172	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae	Amphinema				ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		SH1648323.08FU_478.8_Amphinema _100.00
scata4703_240	Helotiales_sp	Helotiales_sp	173	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis						other root-associates	0	other root-associated ascomycota	other	unknown_ascomycetes		SH1523049.08FU_370.7_Meliniomyces_96.65
scata4703_171	Microbotryomycetes	Microbotryomycetes	174	FALSE	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes							unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_299	Serendipita_sp	Serendipita_sp	175	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebicanales	Serendipitaceae	Serendipita				ericoid mycorrhizas	0	other root-associated basidiomycota	other	root_basidiomycetes	put. ericoid  ecto	SH1577364.08FU_485.7_Serendipitaceae_97.69
scata4703_128	Galerina_fallax	Galerina_fallax	176	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Hymenogastraceae	Galerina	fallax			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1553016.08FU_516.6_Galerina fallax _99.67
scata4703_186	Ascomycota_sp	Ascomycota_sp	177	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown		
scata4703_235	Helotiales_sp	Helotiales_sp	178	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis						unknown	0	unknown	other	unknown_ascomycetes		SH2713526.08FU_314.0 _Laetinaevia_91.43
scata4703_204	Saccharomycetales_sp	Saccharomycetales_sp	179	FALSE	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales						unknown	0	unknown	other	unknown		
scata4703_261	Helotiales_sp	Helotiales_sp	180	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis						unknown	0	unknown	other	unknown_ascomycetes		SH1544288.08FU _324.3_Hyaloscyphaceae _92.89
scata4703_277			181	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_136			182	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_164	Excavata_sp	Excavata_sp	183	FALSE	Excavata						Heterolobosea				unknown	0	unknown	other	unknown		
scata4703_174	Cortinarius_aff._acutus	Cortinarius_aff_acutus	184	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Cortinarius	aff.	acutus		ectomycorrhizas white rot	1	ectomycorrhizal basidiomycota	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_319	Rhytismatales_sp	Rhytismatales_sp	185	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales						saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1505278.08FU_336.3_Fungi_93.42
scata4703_509	Helotiales_sp	Helotiales_sp	186	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis						saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes	Koukol et al 2011 early spring mycobiota of pine litter	SH1544302.08FU_411.9_Helotiales_100.00
scata4703_142	Tremellomycetes_sp	Tremellomycetes_sp	187	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes							unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_145	Serendipita	Serendipita	188	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebicanales	Sebicinaceae	Serendipita				ericoid mycorrhizas	0	other root-associated basidiomycota	other	root_basidiomycetes	put. ericoid  ecto	SH1577259.08FU_525.5_Sebacinales_100.00
scata4703_163			189	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_705	Penicillium_christenseniae	Penicillium_christenseniae	190	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	christenseniae	(coll.)		moulds and yeasts	0	moulds and yeasts	other	mold_unspecified_saprotroph_ascomycetes		SH1529993.08FU_447.9_Penicillium godlewskii_100.00
scata4703_308	Oidiodendron_sp	Oidiodendron_sp	191	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Myxotrichaceae	Oidiodendron				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes	put. ericoid  ecto	SH1564490.08FU_377.5_Oidiodendron eucalypti_97.86
scata4703_139	Fungi_sp	Fungi_sp	192	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Clavulinaceae					saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes	Jurgens et al Fungal diversity and deterioration in mummified woods from the ad Astra Ice Cap region in the Canadian High Arctic	SH1648443.08FU_231.6_Clavulinaceae_85.59
scata4703_199	Mollisia_sp	Mollisia_sp	193	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Mollisiaceae	Mollisea				other root-associates	0	other root-associated ascomycota	other	root_ascomycetes		SH1637610.08FU__384.4_Mollisia cinerea_97.90
scata4703_123	Trechispora_sp	Trechispora_sp	194	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora				saprotrophs white rot	0	unknown	white rot	white_rot_litter_basidiomycetes		SH1546197.08FU_542.4_Trechispora_100.00
scata4703_609			195	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_165	Ceratobasidium_sp	Ceratobasidium_sp	196	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium				other root-associates	0	other root-associated basidiomycota	other	root_basidiomycetes	mycorrhizal?	SH1554539.08FU_554.4_Ceratobasidiaceae_100.00
scata4703_307	Helotiales_sp	Helotiales_sp	197	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes							unknown	0	unknown	other	unknown_ascomycetes		
scata4703_376	Mortierella_zonata	Mortierella_zonata	198	FALSE	Fungi	Zygomycota	Mortierellomycotina	Mortierellomycetes			Mortierella	zonata			moulds and yeasts	0	moulds and yeasts	other	chitinolyticsoil_saprotroph_zygomycetes		
scata4703_691			199	FALSE	Fungi										unknown	0	unknown	other	unknown		SH1551128.08FU_413.6_Lecanoromycetes_99.59
scata4703_192	GS21	GS21	200	FALSE	Fungi									GS21	unknown	0	unknown	other	unknown		
scata4703_166			201	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_197	Helotiales_sp	Helotiales_sp	202	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Unknown					unknown	0	unknown	other	unknown_ascomycetes	unknown	SH2705668.08FU_303.7_Helicodendron multicatenulatum_91.21
scata4703_169			203	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_173			204	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_205	Agaricomycotina	Agaricomycotina	205	FALSE	Fungi	Basidiomycota	Agaricomycotina								unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_214			206	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_203	GS21	GS21	207	FALSE	Fungi									GS21	unknown	0	unknown	other	unknown		
scata4703_257			208	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_350	Serendipitaceae_sp	Serendipitaceae_sp	209	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebicanales	Serendipitaceae	Serendipita				ericoid mycorrhizas	0	other root-associated basidiomycota	other	root_basidiomycetes	put. ericoid  ecto	SH1577276.08FU_520.0_Serendipita_99.67
scata4703_362			210	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_187			211	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_249			212	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_293	Chloridium_virescens	Chloridium_virescens	213	FALSE	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes			Chloridium	virescens			unknown	0	unknown	other	litter_ascomycetes		
scata4703_191	Athelia_bombacina	Athelia_bombacina	214	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Atheliales	Atheliaceae	Athelia	bombacina			unknown	0	unknown	other	unknownlichen_parasite_basidiomycetes		
scata4703_330			215	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_335			216	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_339			217	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_284			218	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_344			219	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_226	Ascomycota_sp	Ascomycota_sp	220	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_133	Fungi_sp	Fungi_sp	221	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_153			222	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_337			223	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_624	Apiotrichum_porosum/sporotrichoides/dehoogii	Apiotrichum_porosum_sporotrichoides_dehoogii	224	FALSE	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes			Apiotrichum	porosum/sporotrichoides/dehoogii			unknown	0	unknown	other	soil_saprotroph_basidiomycetes		
scata4703_162			225	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_269			226	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_274	Chytridiomycota_sp	Chytridiomycota_sp	227	FALSE	Fungi	Chytridiomycota									unknown	0	unknown	other	unknown_chytridiomycota		
scata4703_313	Cantharellales_sp	Cantharellales_sp	228	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales						unknown	0	unknown	other	unknown_basidiomycetes		
scata4703_567			229	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_752	Sistotrema_autumnale	Sistotrema_autumnale	230	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Cantharellales	Cantharellales family incertae sedis	Sistotrema	autumnale			saprotrophs other	0	litter saprotrophic basidiomycota	other	litter_basidiomycetes		SH1538506.08FU_508.0_Sistotrema autumnale_99.34
scata4703_513	Agaricomycetes_sp	Agaricomycetes_sp	231	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes							unknown	0	unknown	other	unknown_basidiomycetes		SH1515743.08FU_477.1_Agaricales_100.00
scata4703_259			232	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_784	Tomentellopsis_aff._submollis	Tomentellopsis_aff_submollis	233	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	aff. submollis			ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	unknown		SH1518332.08FU
scata4703_147			234	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_355			235	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_212			236	FALSE	NF										unknown	0	unknown	other	unknown		
scata4703_340			237	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_238			238	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_280	Ascomycota_sp	Ascomycota_sp	239	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_388			240	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_685	Ascomycota_sp	Ascomycota_sp	241	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_206	Piptocephalis_xenophila	Piptocephalis_xenophila	242	FALSE	Fungi	Zoopagomycota					Piptocephalis	xenophila			unknown	0	unknown	other	unknown		
scata4703_481	Talaromyces_cecidicola	Talaromyces_cecidicola	243	FALSE	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiales	Aspergilliaceae	Talaromyces	cecidiciola			moulds and yeasts	0	moulds and yeasts	other	mold_unspecified_saprotroph_ascomycetes		SH1516154.08FU_447.9_Talaromyces coalescens_100.00
scata4703_267	Ascomycota_sp	Ascomycota_sp	244	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_342	Galerina_allospora	Galerina_allospora	245	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes			Galerina	allospora			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		
scata4703_737	Ascomycota_sp	Ascomycota_sp	246	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_218	Lactarius_rufus	Lactarius_rufus	247	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Russulaceae	Lactarius	rufus			ectomycorrhizas other	1	ectomycorrhizal basidiomycota	other	ectomycorrhizal_basidiomycetes		SH1632901.08FU_611.0_Lactarius rufus_100.00
scata4703_255	Helotiales_sp	Helotiales_sp	248	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Unknown					unknown	0	unknown	other	unknown_ascomycetes		SH3590633.08FU_365.5_Helotiales_96.23
scata4703_260	Hyaloscypha_sp	Hyaloscypha_sp	249	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes order incertae sedis	Hyaloscyphaceae	Hyaloscypha				ericoid- ectomycorrhizas	0	other root-associated ascomycota	other	soil_saprotroph_ascomycetes	put. ericoid  ecto	SH1544243.08FU_411.9_Meliniomyces_100.00
scata4703_366	Ascomycota_sp	Ascomycota_sp	250	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_311			251	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_183	Paragymnopus_pinophilus	Paragymnopus_pinophilus	252	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Omphalataceae	Paragymnopus	pinophilus			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycete_saprotrophs		
scata4703_395			253	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_484			254	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_151	Mycena_metata	Mycena_metata	255	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena	metata			saprotrophs white rot	0	litter saprotrophic basidiomycota	white rot	white_rot_litter_basidiomycetes		SH1542296.08FU_535.5_Mycena metata_100.00
scata4703_182			256	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_263			257	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_349			258	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_429			259	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_437	Rozellomycota_sp	Rozellomycota_sp	260	FALSE	Fungi	Rozellomycota					Fungi				unknown	0	unknown	other	unknown		
scata4703_701	Byssoporia_aff._terrestris	Byssoporia_aff_terrestris	261	FALSE	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Albatrellaceae	Byssoporia	terrestris	aff.		ectomycorrhizas white rot	1	unknown	white rot	white_rot_ectomycorrhizal_basidiomycetes		
scata4703_288			262	FALSE	Fungi										unknown	0	unknown	other	unknown		
scata4703_348	Ascomycota_sp	Ascomycota_sp	263	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
scata4703_207	Coccomyces_sp	Coccomyces_sp	264	FALSE	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces				saprotrophs other	0	litter saprotrophic ascomycota	other	litter_ascomycetes		SH1554236.08FU_397.4_Rhytismatacea_97.95
scata4703_287	Ascomycota_sp	Ascomycota_sp	265	FALSE	Fungi	Ascomycota									unknown	0	unknown	other	unknown_ascomycetes		
